"entity_id","canonical_metabolite","KEGG_ID","Pathway"
"IK_FJKROLUGYXJWQN-UHFFFAOYSA-N","4-Hydroxybenzoic acid","C00156","Ubiquinone and other terpenoid-quinone biosynthesis"
"IK_LOJUQFSPYHMHEO-SGHXUWJISA-N","Ubiquinol-8","C00390","Ubiquinone and other terpenoid-quinone biosynthesis"
"IK_WLJVXDMOQOGPHL-UHFFFAOYSA-N","phenylacetic acid","C00544","Ubiquinone and other terpenoid-quinone biosynthesis"
"IK_WXTMDXOMEHJXQO-UHFFFAOYSA-N","Gentisic acid","C00544","Ubiquinone and other terpenoid-quinone biosynthesis"
"IK_XQXPVVBIMDBYFF-UHFFFAOYSA-N","p Hydroxyphenylacetic acid","C00544","Ubiquinone and other terpenoid-quinone biosynthesis"
"IK_OUYCCCASQSFEME-QMMMGPOBSA-N","L-Tyrosine","C00082","Ubiquinone and other terpenoid-quinone biosynthesis"
"IK_OUYCCCASQSFEME-UHFFFAOYNA-N","Tyrosine","C00082","Ubiquinone and other terpenoid-quinone biosynthesis"
"IK_KKADPXVIOXHVKN-UHFFFAOYSA-N","4-Hydroxyphenylpyruvic acid","C01179","Ubiquinone and other terpenoid-quinone biosynthesis"
"IK_ABFZMYIIUREPLL-ASWJIRIHSA-N","Glycochenodeoxycholic acid 3-glucuronide","C03033","Pentose and glucuronate interconversions"
"IK_ABOLXXZAJIAUGR-JPMMFUSZSA-N","Ibuprofen glucuronide","C03033","Pentose and glucuronate interconversions"
"IK_ADQUXZRKOKKULD-CZOXBATISA-N","15-Hydroxynorandrostene-3,17-dione glucuronide","C03033","Pentose and glucuronate interconversions"
"IK_GIQXKAXWRLHLDD-VYACWCJYSA-N","Lithocholate 3-O-glucuronide","C03033","Pentose and glucuronate interconversions"
"IK_GLONBVCUAVPJFV-PCDHEYSGSA-N","Dehydroisoandrosterone 3-glucuronide","C03033","Pentose and glucuronate interconversions"
"IK_IJLBJBCDNYOWPJ-MVMUGOIMSA-N","Cholesterol glucuronide","C03033","Pentose and glucuronate interconversions"
"IK_KUYNOZVWCFXSNE-BYNIDDHOSA-N","Indoxyl glucuronide","C03033","Pentose and glucuronate interconversions"
"IK_NNAIYOXJNVGUOM-UHFFFAOYSA-N","Amperozide","C03033","Pentose and glucuronate interconversions"
"IK_NNEIBJNHWVDJBA-GYSLYLNXSA-N","Deoxycholic acid 3-glucuronide","C03033","Pentose and glucuronate interconversions"
"IK_ONWMQORSVZYVNH-UHFFFAOYSA-N","Tyrosyl-Asparagine","C03033","Pentose and glucuronate interconversions"
"IK_YVYMBNSKXOXSKW-HXUWFJFHSA-N","PE(16:0/0:0)","C03033","Pentose and glucuronate interconversions"
"IK_ZBXYMKUZCWCGPC-BDWKERMESA-N","(2E,4E)-2,7-Dimethyl-2,4-octadienedioic acid","C03033","Pentose and glucuronate interconversions"
"IK_ZDHRSPRSUBAAIO-FNORWQNLSA-N","2-Nonene-1,4-diol","C03033","Pentose and glucuronate interconversions"
"IK_ZFACUKICYTXONE-IWDZABBFSA-N","PC(16:1(9Z)/P-18:1(11Z))","C03033","Pentose and glucuronate interconversions"
"IK_HXXFSFRBOHSIMQ-VFUOTHLCSA-N","glucose-1-phosphate","C00103","Pentose and glucuronate interconversions"
"IK_WQZGKKKJIJFFOK-GASJEMHNSA-N","glucose","C00029","Pentose and glucuronate interconversions"
"IK_ASWVTGNCAZCNNR-UHFFFAOYSA-N","Sulfadimidine","C02266","Pentose and glucuronate interconversions"
"IK_HEBKCHPVOIAQTA-QWWZWVQMSA-N","lyxitol","C00532","Pentose and glucuronate interconversions"
"IK_ZDXPYRJPNDTMRX-VKHMYHEASA-N","Glutamine","C00064","Nitrogen metabolism"
"IK_WHUUTDBJXJRKMK-VKHMYHEASA-N","Glutamic acid","C00025","Nitrogen metabolism"
"IK_PMTMAFAPLCGXGK-JMTMCXQRSA-N","12-oxo-PDA","C00092","Neomycin, kanamycin and gentamicin biosynthesis"
"IK_VFLYULAVOFVIAM-RRDRPCBCSA-N","1-(4-O-beta-D-glucopyranosyl-3-methoxyphenyl)-3,5-dihydroxydecane","C00092","Neomycin, kanamycin and gentamicin biosynthesis"
"IK_COCMFMBNEAMQMA-VGKGADPCSA-N","3a,6b,7a,12a-Tetrahydroxy-5b-cholanoic acid","C01094","Fructose and mannose metabolism"
"IK_ZKLLSNQJRLJIGT-UYFOZJQFSA-N","Fructose 1-phosphate","C01094","Fructose and mannose metabolism"
"IK_NBSCHQHZLSJFNQ-QTVWNMPRSA-N","D-Mannose 6-Phosphate","C00275","Fructose and mannose metabolism"
"IK_SHZGCJCMOBCMKK-DHVFOXMCSA-N","fucose","C00325","Fructose and mannose metabolism"
"IK_LKDRXBCSQODPBY-VRPWFDPXSA-N","D-Fructose","C00085","Fructose and mannose metabolism"
"IK_PNHLMHWWFOPQLK-BKUUWRAGSA-N","GDP-4-Dehydro-6-deoxy-D-mannose","C01222","Fructose and mannose metabolism"
"IK_IVYPNXXAYMYVSP-UHFFFAOYSA-N","Indole-3-carbinol","C00422","Glycerolipid metabolism"
"IK_PEDCQBHIVMGVHV-UHFFFAOYSA-N","glycerol","C00093","Glycerolipid metabolism"
"IK_RBNPOMFGQQGHHO-UHFFFAOYSA-N","glyceric acid","C00258","Glycerolipid metabolism"
"IK_PABVKUJVLNMOJP-UHFFFAOYSA-M","Glutamyl-Cysteine","C00416","Glycerolipid metabolism"
"IK_PAHMCFUSNIRFHK-UKPQPXGPSA-N","DG(PGE2/12:0/0:0)","C00416","Glycerolipid metabolism"
"IK_ZPVOLGVTNLDBFI-UHFFFAOYSA-N","(+/-)-2,2,6-Trimethylcyclohexanone","C00416","Glycerolipid metabolism"
"IK_ZQRJDNRTBNYEER-NWBJSICCSA-N","Cer-NS d39:1","C00416","Glycerolipid metabolism"
"IK_JQXBETDGCMQLMK-UHFFFAOYSA-N","3,4-Dihydroxyphenylacetone","C00123","Valine, leucine and isoleucine degradation"
"IK_ROHFNLRQFUQHCH-UHFFFAOYNA-N","Leucine","C00123","Valine, leucine and isoleucine degradation"
"IK_ROHFNLRQFUQHCH-YFKPBYRVSA-N","L-leucine","C00123","Valine, leucine and isoleucine degradation"
"IK_BKAJNAXTPSGJCU-UHFFFAOYSA-N","4-Methyl-2-oxovaleric Acid","C00233","Valine, leucine and isoleucine degradation"
"IK_WDJHALXBUFZDSR-UHFFFAOYSA-M","Acetoacetate","C00164","Valine, leucine and isoleucine degradation"
"IK_ZIYVHBGGAOATLY-UHFFFAOYSA-N","Methylmalonic Acid","C02170","Valine, leucine and isoleucine degradation"
"IK_KZSNJWFQEVHDMF-BYPYZUCNSA-N","L-Valine","C00183","Valine, leucine and isoleucine degradation"
"IK_KZSNJWFQEVHDMF-UHFFFAOYNA-N","Valine","C00141","Valine, leucine and isoleucine degradation"
"IK_QHKABHOOEWYVLI-UHFFFAOYSA-N","Ketoisovaleric acid","C00141","Valine, leucine and isoleucine degradation"
"IK_AGPKZVBTJJNPAG-UHFFFAOYNA-N","Isoleucine","C00407","Valine, leucine and isoleucine degradation"
"IK_AGPKZVBTJJNPAG-WHFBIAKZSA-N","L-Isoleucine","C00407","Valine, leucine and isoleucine degradation"
"IK_JVQYSWDUAOAHFM-UHFFFAOYSA-N","3-Methyl-2-Oxovaleric Acid","C00671","Valine, leucine and isoleucine degradation"
"IK_VWWQXMAJTJZDQX-UYBVJOGSSA-N","FAD","C00016","Riboflavin metabolism"
"IK_XEVQXKKKAVVSMW-WRWORJQWSA-N","Loliolide","C04317","Ether lipid metabolism"
"IK_XEVRBOQZSXWGQO-PAUXXPOVSA-N","PE(22:6/0:0)","C04317","Ether lipid metabolism"
"IK_XIFCIPQKMAMFGE-QIAWJANFSA-N","PE-NMe2(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)","C04317","Ether lipid metabolism"
"IK_XJZNMEMKZBFUIZ-GWDFKZQESA-N","Etodolac acyl glucuronide","C04317","Ether lipid metabolism"
"IK_HUQABGDIJUXLRG-QHCPKHFHSA-N","DG(O-18:0/2:0/0:0)","C03820","Ether lipid metabolism"
"IK_YZQCXOFQZKCETR-UWVGGRQHSA-N","L-Aspartyl-L phenylalanine","C04598","Ether lipid metabolism"
"IK_ZBHYMNYETSSWIX-RMKNXTFCSA-N","6-Hydroxynon-4-enoylcarnitine","C04598","Ether lipid metabolism"
"IK_SUHOQUVVVLNYQR-UHFFFAOYSA-N","Glycerophosphocholine","C00670","Ether lipid metabolism"
"IK_KDXKERNSBIXSRK-UHFFFAOYNA-N","Lysine","C00047","Biotin metabolism"
"IK_KDXKERNSBIXSRK-YFKPBYRVSA-N","L-Lysine","C00047","Biotin metabolism"
"IK_BAQMYDQNMFBZNA-MNXVOIDGSA-N","Biocytin","C05552","Biotin metabolism"
"IK_GURBRQGDZZKITB-VXBMJZGYSA-N","12-KETE","C14807","Arachidonic acid metabolism"
"IK_ZMJBYMUCKBYSCP-CVYQJGLWSA-N","Garcinia acid","C14777","Arachidonic acid metabolism"
"IK_GFNYAPAJUNPMGH-QNEBEIHSSA-N","5,6-dihydroxy-8Z,11Z,14Z-eicosatrienoic acid","C14772","Arachidonic acid metabolism"
"IK_DNPZYIPMAWRQQE-BVILWSOJSA-N","(+/-)-11,12-Dihydroxy-5Z,8Z,14Z,17Z-eicosatetraenoic acid","C14774","Arachidonic acid metabolism"
"IK_YZXBAPSDXZZRGB-DOFZRALJSA-N","Arachidonic acid","C00219","Arachidonic acid metabolism"
"IK_AEAMHDRXCYEOCU-HTDYWKJCSA-N","PC(18:0/18:1(11Z))","C00157","Arachidonic acid metabolism"
"IK_AHWXJDWBIIDPKS-TZUVPVEASA-N","GPCho(22:6/18:0)","C00157","Arachidonic acid metabolism"
"IK_ATHVAWFAEPLPPQ-VRDBWYNSSA-N","PC 36:1","C00157","Arachidonic acid metabolism"
"IK_AXZGUCXCTZMPTR-UVGACIQRSA-N","PC(18:0/22:4(7Z,10Z,13Z,16Z))","C00157","Arachidonic acid metabolism"
"IK_BETFSIOJEATXGY-WOCLASLBSA-N","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z))","C00157","Arachidonic acid metabolism"
"IK_BFZDKPVWJYFECC-OFCLATOASA-N","PC aa C34:4","C00157","Arachidonic acid metabolism"
"IK_BHWGKAVGUMMQIW-UVZRHDGTSA-N","PC 40:7|PC 20:3_20:4","C00157","Arachidonic acid metabolism"
"IK_BNLANPMAYYCMLY-LCXZALMSSA-N","PC(18:1(9Z)/P-18:1(9Z))","C00157","Arachidonic acid metabolism"
"IK_CEJUIQBITPKHHY-OWEZASBCSA-N","PC(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z))","C00157","Arachidonic acid metabolism"
"IK_DGBYUHHIADYUMU-UESLNCBNSA-N","GPCho(15:0/18:2)","C00157","Arachidonic acid metabolism"
"IK_DLZPSAPMHALIOA-YNCVDBFYSA-N","GPCho(20:0/18:3)","C00157","Arachidonic acid metabolism"
"IK_DPEYXLDDNACOGV-ANVMUZGGSA-N","PC(18:1(11Z)/18:3(9Z,12Z,15Z))","C00157","Arachidonic acid metabolism"
"IK_DZPKSVTWWIZUMS-FPUNCOTOSA-N","PC(18:2(9Z,12Z)/18:0)","C00157","Arachidonic acid metabolism"
"IK_FAUYAENFVCNTAL-PFFNLMTBSA-N","PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C00157","Arachidonic acid metabolism"
"IK_FBCNXALHPSQUQY-WKABSKOFSA-N","PC(20:4(8Z,11Z,14Z,17Z)/18:0)","C00157","Arachidonic acid metabolism"
"IK_FHENRYRLCPXONH-LDLOPFEMSA-N","PC 33:0","C00157","Arachidonic acid metabolism"
"IK_FHUAYOMRHXZKHT-JUGJLYODSA-N","PC 40:4","C00157","Arachidonic acid metabolism"
"IK_FKEIHZHIVAFDLO-RYPYTVSESA-N","PC(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z))","C00157","Arachidonic acid metabolism"
"IK_FMBYBTSZVHUJMV-DIVFMYBRSA-N","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:0)","C00157","Arachidonic acid metabolism"
"IK_FORFDCPQKJHEBF-HUESYALOSA-N","PC(18:0/18:2(9Z,12Z))","C00157","Arachidonic acid metabolism"
"IK_FQVFGIZCMMQDNV-NQQLFREJSA-N","PC(18:1(9Z)/P-16:0)","C00157","Arachidonic acid metabolism"
"IK_FVXDQWZBHIXIEJ-LNDKUQBDSA-N","PC(18:2(9Z,12Z)/18:2(9Z,12Z))","C00157","Arachidonic acid metabolism"
"IK_FWMYJLDHIVCJCT-RRHRGVEJSA-N","PC(18:2(9Z,12Z)/16:0)","C00157","Arachidonic acid metabolism"
"IK_GIPZQCAVEQRWOM-IKJFKDIMSA-N","PC aa C38:1","C00157","Arachidonic acid metabolism"
"IK_GJRXIEGNAMFGOV-VEOGPPBOSA-N","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-16:0)","C00157","Arachidonic acid metabolism"
"IK_GPWHCUUIQMGELX-VHQDNGOZSA-N","PC 32:2","C00157","Arachidonic acid metabolism"
"IK_GQQALHZKRGXRTO-AEMURDCYSA-N","PC(20:0/20:5(5Z,8Z,11Z,14Z,17Z))","C00157","Arachidonic acid metabolism"
"IK_IESVDEZGAHUQJU-ZLBXKVHBSA-N","PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C00157","Arachidonic acid metabolism"
"IK_IJPRFXKJWFQONJ-UHFFFAOYSA-N","Desmethyltetrahydropiperine sulfate","C00157","Arachidonic acid metabolism"
"IK_IORKBJYFXXCDMP-GMGFYYQASA-N","PC(18:2(9Z,12Z)/14:0)","C00157","Arachidonic acid metabolism"
"IK_IPMVHVDAYPUFKH-WYRBGLKBSA-N","PC(16:1(9Z)/16:0)","C00157","Arachidonic acid metabolism"
"IK_JAVWFBAAZSHHAD-HCYAGMRRSA-N","PC(16:0/20:4(8Z,11Z,14Z,17Z))","C00157","Arachidonic acid metabolism"
"IK_JHMWTEQGLBMSLG-DMHZMEFUSA-N","GPCho(20:3/20:3)","C00157","Arachidonic acid metabolism"
"IK_JLIPBVWMWUWERT-HNQUOIGGSA-N","Hydroxydesmethylpiperine sulfate","C00157","Arachidonic acid metabolism"
"IK_JPIJQSOTBSSVTP-GBXIJSLDSA-N","isothreonic acid","C00157","Arachidonic acid metabolism"
"IK_KNHXCLGABLNNRN-FFSDQCCLSA-N","PC O-34:4|PC O-16:2_18:2","C00157","Arachidonic acid metabolism"
"IK_LJARBVLDSOWRJT-PSXMRANNSA-N","PC(15:0/15:0)","C00157","Arachidonic acid metabolism"
"IK_LYFMZJCIGLZMJF-IRSYNFPBSA-N","PE(P-16:0/22:2(13Z,16Z))","C00157","Arachidonic acid metabolism"
"IK_LZCOQTDXKCNBEE-RUTJIGONSA-N","3-Oxa-9-azoniatricyclo[3.3.1.02,4]nonane, 9-ethyl-7-hydroxy-9-methyl-","C00157","Arachidonic acid metabolism"
"IK_LZLVZIFMYXDKCN-QJWFYWCHSA-N","GPCho(20:4/20:4)","C00157","Arachidonic acid metabolism"
"IK_LZRYNUIYHHQTRL-NBZVOYHKSA-N","Lisinopril, epsilon-biotinamidocaproyl-","C00157","Arachidonic acid metabolism"
"IK_MROJXXOCABQVEF-UHFFFAOYSA-N","Actarit","C00157","Arachidonic acid metabolism"
"IK_MRPDHXXPDCVBPQ-AATRIKPKSA-N","(3S,5R,6S,7E,9x)-7-Megastigmene-3,6,9-triol 9-glucoside","C00157","Arachidonic acid metabolism"
"IK_MRUAUOIMASANKQ-UHFFFAOYSA-N","Cocamidopropyl Betaine","C00157","Arachidonic acid metabolism"
"IK_NCBOXCFFSWALMZ-XTNBEGJDSA-N","Bergenin Pentaacetate","C00157","Arachidonic acid metabolism"
"IK_NCGLTZSBTFVVAW-KNXRZYMVSA-N","Minaxolone","C00157","Arachidonic acid metabolism"
"IK_NRJAVPSFFCBXDT-HUESYALOSA-N","phosphatidylcholine","C00157","Arachidonic acid metabolism"
"IK_PLOUQIGEQKCKHG-UHFFFAOYSA-N","3-Methylazelaic acid","C00157","Arachidonic acid metabolism"
"IK_PNEJUHLZEPRMHF-UHFFFAOYSA-N","6-Hydroxypentadecanedioic acid","C00157","Arachidonic acid metabolism"
"IK_PWSKCIUNCJJBIX-RXDOKCLVSA-N","PG(5-iso PGF2VI/a-13:0)","C00157","Arachidonic acid metabolism"
"IK_PXVMEXBCFJTGCL-RCHUDCCISA-N","N-Eicosapentaenoyl Phenylalanine","C00157","Arachidonic acid metabolism"
"IK_QHVMVGMCKWPDHT-UHFFFAOYSA-N","Fluorescein thiohydantoin","C00157","Arachidonic acid metabolism"
"IK_QKAITYIDZJJULL-UHFFFAOYSA-N","2-[(5-bromopyridin-2-yl)amino]-4-methyl-N-propyl-1,3-thiazole-5-carboxamide","C00157","Arachidonic acid metabolism"
"IK_QKNCKSQAXGWPIK-FOWTUZBSSA-N","Caffeoylcycloartenol","C00157","Arachidonic acid metabolism"
"IK_RAGZUCNPTLULOL-KQJPBSFVSA-N","3-Feruloylquinic acid","C00157","Arachidonic acid metabolism"
"IK_RALVCBWUWHJOGL-OPMJLWCUSA-N","Myricatomentoside I","C00157","Arachidonic acid metabolism"
"IK_RFHSOKOVHMEMLA-JCMJOHBISA-N","TG 46:2","C00157","Arachidonic acid metabolism"
"IK_RFPQMVKZNQOUGY-KXYOHKLBSA-N","PE O-16:1_18:1","C00157","Arachidonic acid metabolism"
"IK_RRKQXBKNDQFCNC-MTGPGUOHSA-N","1-alpha-methyl-5-alpha-androstan-3-alpha,17-beta-diol glucuronide","C00157","Arachidonic acid metabolism"
"IK_RRTYEHFGQWNQKK-KIQAWMAPSA-N","12-Keto-tetrahydro-leukotriene B4","C00157","Arachidonic acid metabolism"
"IK_SPURMHFLEKVAAS-UHFFFAOYSA-N","Docosene","C00157","Arachidonic acid metabolism"
"IK_SUWZHLCNFQWNPE-LATRNWQMSA-N","Ethylhydrocupreine","C00157","Arachidonic acid metabolism"
"IK_VGSSUFQMXBFFTM-METNKUIYSA-N","(3beta,5alpha,6beta,24R)-Stigmastane-3,5,6-triol","C00157","Arachidonic acid metabolism"
"IK_VHMKGBYCXDBNFU-CVWCHQOZSA-N","4'-Methoxymucidin","C00157","Arachidonic acid metabolism"
"IK_VIHYIVKEECZGOU-UHFFFAOYSA-N","1-Acetylimidazole","C00157","Arachidonic acid metabolism"
"IK_VYZAGTDAHUIRQA-WHFBIAKZSA-N","Ala-Glu","C00157","Arachidonic acid metabolism"
"IK_VZJHQHUOVIDRCF-UHFFFAOYSA-N","3-Isolongifolol","C00157","Arachidonic acid metabolism"
"IK_WAAPEIZFCHNLKK-PELKAZGASA-N","(2R,4S)-2-Aminoformyl-6-fluoro-spiro[chroman-4,4'-imidazolidine]-2',5'-dione","C00157","Arachidonic acid metabolism"
"IK_WCFPKRXBSJDTMS-LGVIUEQGSA-N","FA 19:1","C00157","Arachidonic acid metabolism"
"IK_WCRMUYBCGFGNRR-LTFXTMEVSA-N","PC O-42:4","C00157","Arachidonic acid metabolism"
"IK_WSJBSKRPKADYRQ-UHFFFAOYSA-N","4-Formylaminoantipyrine","C00157","Arachidonic acid metabolism"
"IK_WTIIULQJLZEHGZ-AWFVSMACSA-L","(2R,3S)-2,3-dimethylmalate","C00157","Arachidonic acid metabolism"
"IK_WYIMORDZGCUBAA-UHFFFAOYSA-N","LPC 19:0","C00157","Arachidonic acid metabolism"
"IK_WYVKPHCYMTWUCW-UHFFFAOYSA-N","Cysteinyl-Threonine","C00157","Arachidonic acid metabolism"
"IK_XEUPFPHHPCQXFV-UHFFFAOYSA-N","Panaquinquecol 7","C00157","Arachidonic acid metabolism"
"IK_XGILAAMKEQUXLS-UHFFFAOYSA-N","Indolelactic acid","C00157","Arachidonic acid metabolism"
"IK_XMIFBEZRFMTGRL-TURQNECASA-N","5-Taurinomethyl-2-thiouridine","C00157","Arachidonic acid metabolism"
"IK_XMYFJYXXQPMWED-VQHVLOKHSA-N","5-Hydroxydec-6-enoylcarnitine","C00157","Arachidonic acid metabolism"
"IK_YACHGFWEQXFSBS-XYERBDPFSA-N","Leptomycin B","C00157","Arachidonic acid metabolism"
"IK_YBAFDPFAUTYYRW-YUMQZZPRSA-N","Glutamylleucine","C00157","Arachidonic acid metabolism"
"IK_YVPPHAUZYVAQNM-UHFFFAOYSA-N","2-Piperidinecarboxamide, 1-butyl-N-(4-hydroxy-2,6-dimethylphenyl)-","C00157","Arachidonic acid metabolism"
"IK_ZEZUHTUTOUOANR-JCGOJSMZSA-N","SM 40:1;2O|SM 18:1;2O/22:0","C00157","Arachidonic acid metabolism"
"IK_ZRKZFNZPJKEWPC-UHFFFAOYSA-N","DDAO","C00157","Arachidonic acid metabolism"
"IK_ZSTCZWJCLIRCOJ-DGCLKSJQSA-N","Zilpaterol","C00157","Arachidonic acid metabolism"
"IK_RRTPYUGIBQLEDN-FPLPWBNLSA-N","LPE O-16:1","C02165","Arachidonic acid metabolism"
"IK_XWBICGCZKGTPCH-MBNYWOFBSA-N","Prostaglandin M","C00639","Arachidonic acid metabolism"
"IK_LEHOTFFKMJEONL-UHFFFAOYSA-N","Uric acid","C00059","Sulfur metabolism"
"IK_XOAAWQZATWQOTB-UHFFFAOYSA-N","Taurine","C00245","Taurine and hypotaurine metabolism"
"IK_WNLRTRBMVRJNCN-UHFFFAOYSA-N","Adipic Acid","C00322","Lipoic acid metabolism"
"IK_DHMQDGOQFOQNFH-UHFFFAOYSA-N","Glycine","C00037","Lipoic acid metabolism"
"IK_JFCQEDHGNNZCLN-UHFFFAOYSA-N","Glutaric Acid","C00026","Lipoic acid metabolism"
"IK_KPGXRSRHYNQIFN-UHFFFAOYSA-N","Oxoglutaric acid","C00026","Lipoic acid metabolism"
"IK_LCTONWCANYUPML-UHFFFAOYSA-N","Pyruvic Acid","C00022","Lipoic acid metabolism"
"IK_UCMIRNVEIXFBKS-UHFFFAOYSA-N","Beta-alanine","C00099","Propanoate metabolism"
"IK_TYEYBOSBBBHJIV-UHFFFAOYSA-N","2-Ketobutyric acid","C00109","Propanoate metabolism"
"IK_AFENDNXGAFYKQO-UHFFFAOYSA-N","2-hydroxybutyric acid","C05984","Propanoate metabolism"
"IK_TUNFSRHWOTWDNC-UHFFFAOYSA-N","Myristic acid","C06424","Fatty acid biosynthesis"
"IK_POULHZVOKOAJMA-UHFFFAOYSA-N","lauric acid","C02679","Fatty acid biosynthesis"
"IK_GHVNFZFCNZKVNT-UHFFFAOYSA-N","Capric acid","C01571","Fatty acid biosynthesis"
"IK_WWZKQHOCKIZLMA-UHFFFAOYSA-N","Caprylic acid","C06423","Fatty acid biosynthesis"
"IK_XKYICAQFSCFURC-UHFFFAOYSA-N","3-Methylbutyl formate","C05757","Fatty acid biosynthesis"
"IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N","Palmitic acid","C00249","Fatty acid biosynthesis"
"IK_OFOBLEOULBTSOW-UHFFFAOYSA-N","Malonic acid","C00383","Fatty acid biosynthesis"
"IK_SGTFNLMVIRZWTA-LFCBYZEKSA-N","28-Hydroxywithanolide E","C00777","Retinol metabolism"
"IK_SHGAZHPCJJPHSC-YCNIQYBTSA-N","all-trans-Retinoic acid1,3","C00777","Retinol metabolism"
"IK_OUICDHFBMJCDTL-GHRIWEEISA-N","Notoginsenoside T1","C15492","Retinol metabolism"
"IK_OVBKVWSHXDCSTK-UHFFFAOYSA-N","24-Hydroxytetracosanoic acid","C15492","Retinol metabolism"
"IK_OVBOQVAIYMSUDT-HRYGCDPOSA-N","All-trans-13,14-dihydroretinol","C15492","Retinol metabolism"
"IK_XOMRRQXKHMYMOC-OAQYLSRUSA-N","L-Palmitoylcarnitine","C02990","Fatty acid degradation"
"IK_XOMRRQXKHMYMOC-UHFFFAOYSA-N","Palmitoylcarnitine","C02990","Fatty acid degradation"
"IK_MHDVGSVTJDSBDK-UHFFFAOYSA-N","Dibenzyl ether","C05270","Fatty acid degradation"
"IK_VJNPDLZENXBRLB-MQEDXBOASA-N","PC ae C38:5","C05276","Fatty acid degradation"
"IK_QWUWMCYKGHVNAV-UHFFFAOYSA-N","1,2-Diphenylethane","C05260","Fatty acid degradation"
"IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N","Palmitic acid","C00249","Fatty acid degradation"
"IK_AEAMHDRXCYEOCU-HTDYWKJCSA-N","PC(18:0/18:1(11Z))","C00157","alpha-Linolenic acid metabolism"
"IK_AHWXJDWBIIDPKS-TZUVPVEASA-N","GPCho(22:6/18:0)","C00157","alpha-Linolenic acid metabolism"
"IK_ATHVAWFAEPLPPQ-VRDBWYNSSA-N","PC 36:1","C00157","alpha-Linolenic acid metabolism"
"IK_AXZGUCXCTZMPTR-UVGACIQRSA-N","PC(18:0/22:4(7Z,10Z,13Z,16Z))","C00157","alpha-Linolenic acid metabolism"
"IK_BETFSIOJEATXGY-WOCLASLBSA-N","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z))","C00157","alpha-Linolenic acid metabolism"
"IK_BFZDKPVWJYFECC-OFCLATOASA-N","PC aa C34:4","C00157","alpha-Linolenic acid metabolism"
"IK_BHWGKAVGUMMQIW-UVZRHDGTSA-N","PC 40:7|PC 20:3_20:4","C00157","alpha-Linolenic acid metabolism"
"IK_BNLANPMAYYCMLY-LCXZALMSSA-N","PC(18:1(9Z)/P-18:1(9Z))","C00157","alpha-Linolenic acid metabolism"
"IK_CEJUIQBITPKHHY-OWEZASBCSA-N","PC(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z))","C00157","alpha-Linolenic acid metabolism"
"IK_DGBYUHHIADYUMU-UESLNCBNSA-N","GPCho(15:0/18:2)","C00157","alpha-Linolenic acid metabolism"
"IK_DLZPSAPMHALIOA-YNCVDBFYSA-N","GPCho(20:0/18:3)","C00157","alpha-Linolenic acid metabolism"
"IK_DPEYXLDDNACOGV-ANVMUZGGSA-N","PC(18:1(11Z)/18:3(9Z,12Z,15Z))","C00157","alpha-Linolenic acid metabolism"
"IK_DZPKSVTWWIZUMS-FPUNCOTOSA-N","PC(18:2(9Z,12Z)/18:0)","C00157","alpha-Linolenic acid metabolism"
"IK_FAUYAENFVCNTAL-PFFNLMTBSA-N","PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C00157","alpha-Linolenic acid metabolism"
"IK_FBCNXALHPSQUQY-WKABSKOFSA-N","PC(20:4(8Z,11Z,14Z,17Z)/18:0)","C00157","alpha-Linolenic acid metabolism"
"IK_FHENRYRLCPXONH-LDLOPFEMSA-N","PC 33:0","C00157","alpha-Linolenic acid metabolism"
"IK_FHUAYOMRHXZKHT-JUGJLYODSA-N","PC 40:4","C00157","alpha-Linolenic acid metabolism"
"IK_FKEIHZHIVAFDLO-RYPYTVSESA-N","PC(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z))","C00157","alpha-Linolenic acid metabolism"
"IK_FMBYBTSZVHUJMV-DIVFMYBRSA-N","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:0)","C00157","alpha-Linolenic acid metabolism"
"IK_FORFDCPQKJHEBF-HUESYALOSA-N","PC(18:0/18:2(9Z,12Z))","C00157","alpha-Linolenic acid metabolism"
"IK_FQVFGIZCMMQDNV-NQQLFREJSA-N","PC(18:1(9Z)/P-16:0)","C00157","alpha-Linolenic acid metabolism"
"IK_FVXDQWZBHIXIEJ-LNDKUQBDSA-N","PC(18:2(9Z,12Z)/18:2(9Z,12Z))","C00157","alpha-Linolenic acid metabolism"
"IK_FWMYJLDHIVCJCT-RRHRGVEJSA-N","PC(18:2(9Z,12Z)/16:0)","C00157","alpha-Linolenic acid metabolism"
